title,link,source,published_str,pub_date,doi,abstract,abstract_source,must_have_abstract,published
Nanostructured niobium-doped nickel-rich multiphase positive electrode active material for high-power lithium-based batteries,https://www.nature.com/articles/s41565-025-02092-y,Nature Nanotechnology,2025-12-23 00:00:00 UTC,2025-12-23 00:00:00+00:00,,"Ni-rich layered oxide positive electrode active materials are promising for high-energy non-aqueous lithium-based batteries, but their poor structural stability limits their high-power applications. Here, to address this issue, we propose a two-step doping strategy for the synthesis of Ni-rich positive electrode active materials. This involves an initial lithiation of the hydroxide precursor at an intermediate temperature, followed by cooling, dopant mixing and high-temperature calcination. This approach yields positive electrode active materials with nanoscale primary particles, thereby improving mechanical stability and suppressing intergranular cracking. Moreover, the material prepared via a two-step doping strategy exhibits a layered–rocksalt nanostructured multiphase, which reversibly transforms into a layered-spinel nanostructured multiphase upon cell charging, facilitating lithium-ion diffusion. As a result, the nanostructured Nb-doped Ni-rich multiphase positive electrode active material enables improved high-rate performance when tested in both Li metal coin cell and Li-ion pouch cell configurations, also applying electric vertical take-off and landing testing protocols.",nature_html,False,
Water-Induced Mantle Overturn Explains High Archean Paleointensities,https://academic.oup.com/nsr/advance-article/doi/10.1093/nsr/nwaf578/8402922?rss=1,National Science Review Advance Access,2025-12-23 00:00:00 UTC,2025-12-23 00:00:00+00:00,10.1093/nsr/nwaf578/8402922,"As a consequence of the evolution of the water-bearing basal magma ocean, water-induced mantle overturn can suitably explain many puzzling observations in the Archean, including the formation of continents and the Archean–Proterozoic boundary. The upwelling of the hot basal magma ocean during mantle overturn drastically affects the thermal state of the core–mantle boundary and geomagnetic field. We model the thermal evolution of the core–mantle boundary to investigate the effects of mantle overturn on the geomagnetic field. Our results demonstrate that mantle overturn substantially accelerates core cooling and increases the heat flow across the core–mantle boundary. Such enhanced heat flow would have strengthened the geomagnetic field, which explains well the high paleointensity records from approximately 3.5 to 2.5 Ga. The strong geodynamo and formation of Archean continents generate a concordant picture on the evolution of water-induced mantle overturn.",rss_oup,False,
Intrinsic light reflection of conjugated films towards high-performance organic solar cells,https://www.nature.com/articles/s41467-025-67379-z,Nature Communications,2025-12-23 00:00:00 UTC,2025-12-23 00:00:00+00:00,,"In organic solar cells (OSCs), which represent a quintessential application system for organic conjugated films, the intrinsic light reflection of these films significantly influences the optical performance of the devices through the Fabry–Pérot micro-cavity effect. However, this phenomenon has not been comprehensively investigated. This study demonstrates that the film’s intrinsic reflection arises from the light-matter interaction, which is mainly governed by the polarizability of delocalized electron cloud and the orientation of the conjugated backbone. Furthermore, the multi-level interference within the OSC micro-cavity leads to a dependence of both the reflection properties and the short-circuit current density (JSC) on the active layer thickness. Based on these insights, a strategy for synergistic optimization of device performance through precise tailoring of optical constants and the micro-cavity structure is proposed. By systematically analyzing the intrinsic reflection behavior of organic conjugated films, this study enhances the understanding of the role reflection plays in the performance of photovoltaic devices and provides theoretical support for further optical optimization of organic photovoltaics.",nature_html,False,
Adhesion-guided CEI enables stable 4.6 V LiCoO2 at 45°C,https://academic.oup.com/nsr/advance-article/doi/10.1093/nsr/nwaf571/8402818?rss=1,National Science Review Advance Access,2025-12-23 00:00:00 UTC,2025-12-23 00:00:00+00:00,10.1093/nsr/nwaf571/8402818,,,False,
Nonpoisoned metal catalysts enabled by concave carbon confinement for durable sulfur conversion in batteries,http://pubs.rsc.org/en/Content/ArticleLanding/2026/EE/D5EE05654C,RSC - Energy Environ. Sci. latest articles,2025-12-23 00:00:00 UTC,2025-12-23 00:00:00+00:00,,"Metal-sulfur batteries promise sustainable high-energy storage but are plagued by sulfur-induced catalyst deactivation, which hinders long-term sulfur conversion. Here we present a concave carbon surface confinement strategy as a universal design principle to stabilize metal catalysts against sulfur poisoning. By embedding cobalt nanoparticles within curved carbon cavities, the intimate metal-carbon contact area is dramatically enlarged, triggering strong and reversible electron transfer from cobalt (Co) to the carbon scaffold. This unique interfacial architecture creates a balanced Co2+/Co0 valence state (Co2+/Co0 ratio approaching unity) and maintains it during cycling, effectively outcompeting electron donation to sulfur species and suppressing the formation of strong Co–S bonds. Benefiting from this architecture, the Co catalyst exhibits a persistently low activation energy (0.195 eV) for the rate-determining polysulfide-to-Li2S conversion and avoids the gradual activity loss typically observed with conventional carbon-supported catalysts. Consequently, lithium-sulfur batteries deliver an ultralow capacity decay of 0.044 % per cycle over 1000 cycles, while Ah-level pouch cells achieve gravimetric energy densities up to 505 Wh kg-1 and sustain 457 Wh kg-1 with only 0.32 % per-cycle fading. This carbon confinement not only overcomes sulfur poisoning but also provides a general blueprint for designing durable, high-activity metal catalysts in sulfur-rich electrochemical environments.",rsc_html,False,
Formation dynamics of an ethylene carbonate-derived solid–electrolyte-interphase in commercial Li-ion batteries,http://pubs.rsc.org/en/Content/ArticleLanding/2026/EE/D5EE05568G,RSC - Energy Environ. Sci. latest articles,2025-12-23 00:00:00 UTC,2025-12-23 00:00:00+00:00,,"The importance of the solid–electrolyte-interphase (SEI) is well-established in lithium-ion (Li-ion) batteries, but the technical story behind its formation remains incomplete. Current research has largely focused on the nature of the deposited layer, while the formation dynamics, particularly those occurring in the solution phase, remain elusive. Here, by employing operando infrared fiber evanescent wave spectroscopy (IR-FEWS) to conduct real-time monitoring of the chemical dynamics of ethylene carbonate-based electrolytes and graphite anodes, we reveal that the assembly of the SEI layer follows a classical heterogeneous nucleation and growth process under appropriate kinetic constraints. Our findings, supported by various other in situ/ex situ techniques, show that during charging, the newly generated species (e.g. lithium ethylene dicarbonate (LEDC) and Li2CO3), that are destined for the SEI, can also diffuse away from the graphite–electrolyte interface into the electrolyte. The deposition of the species occurs via a heterogeneous nucleation process with the low-solubility inorganic species (e.g. Li2CO3) preferentially nucleating on the graphite surface, followed by more-soluble organic species (e.g. LEDC). Limiting diffusion to promote the deposition is crucial for facilitating efficient SEI formation with competitive deposition kinetics depending not only on the charging rate and temperature, but also the electrolyte quantity. When the formation parameter-space is intentionally modified by employing a high current pulse during initial charging followed immediately by an ageing step, a more stable SEI with lower resistance is developed, leading to longer lifetimes for the Li-ion pouch cells prepared with this new protocol. Collectively, these findings deepen our mechanistic understanding of SEI formation from the “solution” phase perspective and offer an enriched framework for defining initial charging protocols for battery manufacturing.",rsc_html,False,
Quantum coherent dynamics in photosynthetic protein complexes,http://pubs.rsc.org/en/Content/ArticleLanding/2026/CS/D5CS00948K,RSC - Chem. Soc. Rev. latest articles,2025-12-23 00:00:00 UTC,2025-12-23 00:00:00+00:00,,"Since the birth of quantum mechanics, there has been a long fascination of the role of quantum effects in the evolution of biological systems, which has inspired decoding quantum coherence effects in photosynthetic systems. In photosynthetic complexes, the pigments do not exist in isolation; they interact with their surrounding protein environment. However, the strength of this system–bath coupling can vary, and one must be careful in characterizing it (with many complexes actually in an intermediate coupling regime). This review will summarize the studies toward unraveling excitonic energy transfer in photosynthetic systems, examining the influence of electronic and vibronic coherence and system–bath interactions on transfer efficiency in photosynthetic protein complexes. The review first examines the absorption properties of chlorophylls and the structural organization of protein complexes, highlighting their role in facilitating ultrafast-energy and charge-transfer processes. It also introduces the principles of multidimensional coherent spectroscopy (a nonlinear four-wave-mixing technique) and related ultrafast spectroscopic methods, which provide key insights into these processes. We also discuss theoretical approaches and models (quantum master equations and other quantum dissipative models) used to simulate the evolution of electronic coherence in photosynthetic systems. Additionally, the review considers recent advancements in both natural and artificial photosynthetic systems, focusing on the critical role of system–bath interactions and dissipation in protein environments. These dynamics are shown to direct energy transfer effectively, overcoming the fragility of quantum coherence under physiological conditions.",rsc_html,False,
"Chemical management of phytopathogenic bacteria: emerging compounds, molecular targets and outlook",http://pubs.rsc.org/en/Content/ArticleLanding/2026/CS/D5CS00248F,RSC - Chem. Soc. Rev. latest articles,2025-12-23 00:00:00 UTC,2025-12-23 00:00:00+00:00,,"Phytopathogenic bacteria are responsible for devastating agricultural losses globally. However, the chemical control of these pathogens is compromised by escalating resistance, environmental pollution, antibiotic resistance gene transfer, and a scarcity of validated antibacterial targets. To fill this gap, this review provides a critical and chemically-focused discussion of recent breakthroughs, aiming to bridge the gap between synthetic innovation, modern target discovery, and rational, data-driven design. Herein, we delineate emerging antibacterial compounds, emphasizing their structural diversity, structure–activity relationships, novel modes of action, and molecular targets. Furthermore, advanced methodologies for discovering and validating antibacterial targets are thoroughly examined, along with deep mechanistic insights. A forward-looking perspective on transformative approaches is also provided. This review aims to guide interdisciplinary efforts and stimulate the development of effective, sustainable, and environmentally friendly next-generation phytobactericides by offering the analysis urgently required by the field.",rsc_html,False,
Machine learning-driven interface material design for high-performance perovskite solar cells with scalability and band-gap universality,https://www.cell.com/joule/fulltext/S2542-4351(25)00445-3?rss=yes,Joule,2025-12-23 00:00:00 UTC,2025-12-23 00:00:00+00:00,,"Machine learning-driven molecular design integrating correlation analysis, clustering, and LASSO regression discovers BIPA, an efficient interface modifier that concurrently passivates defects, optimizes band alignment, and enhances perovskite crystallinity. This strategy enables high-efficiency, scalable, and stable perovskite solar cells across a wide band-gap range (1.55–1.85 eV).",rss_cell,False,
Entropy-guided design of thermoelectric properties in multi-component compounds,https://www.cell.com/matter/fulltext/S2590-2385(25)00668-X?rss=yes,Matter,2025-12-23 00:00:00 UTC,2025-12-23 00:00:00+00:00,,"(Matter 8, 102410; December 3, 2025)",rss_cell,False,
